學年度,代碼,學校名稱,公/私立,縣市名稱,地址,電話,網址,體系別
105,0034,國立高雄海洋科技大學,公立,[54]高雄市,[811]高雄市楠梓區海專路142號,(07)3617141,http://www.nkmu.edu.tw,[2]技職
105,0035,國立臺南藝術大學,公立,[11]臺南市,[720]臺南市官田區大崎里66號,(06)6930100,http://www.tnnua.edu.tw,[1]一般
105,0036,國立臺南大學,公立,[21]臺南市,[700]臺南市中西區樹林街二段33號,(06)2133111,http://web.nutn.edu.tw,[1]一般
105,0037,國立臺北教育大學,公立,[33]臺北市,[106]臺北市大安區和平東路二段134號,(02)27321104,http://www.ntue.edu.tw,[3]師範
105,0038,"國立清華大學南大校區
(原：國立新竹教育大學)",公立,[18]新竹市,[300]新竹市東區南大路521號,(03)5213132,http://www.nhcue.edu.tw,[3]師範
105,0039,國立臺中教育大學,公立,[19]臺中市,[403]臺中市西區民生路140號,(04)22183199,http://www.ntcu.edu.tw,[3]師範
105,0042,國立澎湖科技大學,公立,[16]澎湖縣,[880]澎湖縣馬公市六合路300號,(06)9264115,http://www.npu.edu.tw,[2]技職
105,0043,國立勤益科技大學,公立,[06]臺中市,[411]臺中市太平區坪林里中山路二段57號,(04)23924505,http://www.ncut.edu.tw,[2]技職
105,0044,國立體育大學,公立,[03]桃園市,[333]桃園市龜山區文化一路250號,(03)3283201,http://www.ntsu.edu.tw,[1]一般
105,0046,國立臺北護理健康大學,公立,[42]臺北市,[112]臺北市北投區明德路365號,(02)28227101,http://www.ntunhs.edu.tw,[2]技職
105,0047,國立高雄餐旅大學,公立,[61]高雄市,[812]高雄市小港區松和路1號,(07)8060505,http://www.nkuht.edu.tw,[2]技職
105,0048,國立金門大學,公立,[71]金門縣,[892]金門縣金寧鄉大學路1號,(082)313300,http://www.nqu.edu.tw/cht/index.php,[1]一般
105,0049,國立臺灣體育運動大學,公立,[19]臺中市,[404]臺中市北區雙十路一段16號,(04)22213108,http://www.ntupes.edu.tw,[1]一般
105,0050,國立臺中科技大學,公立,[19]臺中市,[404]臺中市北區三民路三段129號,(04)22195678,http://www.nutc.edu.tw/bin/home.php,[2]技職
105,0051,國立臺北商業大學,公立,[35]臺北市,[100]臺北市中正區濟南路一段321號,(02)33222777,http://www.ntub.edu.tw,[2]技職
105,0052,國立屏東大學,公立,[13]屏東縣,[900]屏東縣屏東市民生路4-18號,(08)7663800,http://www.nptu.edu.tw,[1]一般
105,1001,東海大學,私立,[19]臺中市,[407]臺中市西屯區臺灣大道四段1727號,(04)23590121,http://www.thu.edu.tw,[1]一般
105,1002,輔仁大學,私立,[01]新北市,[242]新北市新莊區中正路510號,(02)29052000,http://www.fju.edu.tw,[1]一般
105,1003,東吳大學,私立,[41]臺北市,[111]臺北市士林區臨溪路70號,(02)28819471,http://www.scu.edu.tw,[1]一般
105,1004,中原大學,私立,[03]桃園市,[320]桃園市中壢區中北路200號,(03)2659999,http://www.cycu.edu.tw,[1]一般
105,1005,淡江大學,私立,[01]新北市,[251]新北市淡水區英專路151號,(02)26215656,http://www.tku.edu.tw,[1]一般
105,1006,中國文化大學,私立,[41]臺北市,[111]臺北市士林區華岡路55號,(02)28610511,http://www.pccu.edu.tw,[1]一般
105,1007,逢甲大學,私立,[19]臺中市,[407]臺中市西屯區文華路100號,(04)24517250#2258,http://www.fcu.edu.tw,[1]一般
105,1008,靜宜大學,私立,[06]臺中市,[433]臺中市沙鹿區臺灣大道7段200號,(04)26328001,http://www.pu.edu.tw,[1]一般
105,1009,長庚大學,私立,[03]桃園市,[333]桃園市龜山區文化一路259號,(03)2118800,http://www.cgu.edu.tw,[1]一般
105,1010,元智大學,私立,[03]桃園市,[320]桃園市中壢區遠東路135號,(03)4638800,http://www.yzu.edu.tw,[1]一般
105,1011,中華大學,私立,[18]新竹市,[300]新竹市香山區東香里五福路二段707號,03-5374281~5,http://www.chu.edu.tw,[1]一般
105,1012,大葉大學,私立,[07]彰化縣,[515]彰化縣大村鄉學府路168號,(04)8511888,http://www.dyu.edu.tw,[1]一般
105,1013,華梵大學,私立,[01]新北市,[223]新北市石碇區華梵路1號,(02)26632102,http://www.hfu.edu.tw,[1]一般
105,1014,義守大學,私立,[12]高雄市,[840]高雄市大樹區三和里學城路一段1號,(07)6577711,http://www.isu.edu.tw,[1]一般
105,1015,世新大學,私立,[38]臺北市,[116]臺北市文山區木柵路一段17巷1號,(02)22368225,http://www.shu.edu.tw,[1]一般
105,1016,銘傳大學,私立,[41]臺北市,[111]臺北市士林區中山北路五段250號,(02)28824564,http://www.mcu.edu.tw,[1]一般
105,1017,實踐大學,私立,[34]臺北市,[104]臺北市中山區大直街70號,(02)25381111,http://www.usc.edu.tw,[1]一般
105,1018,朝陽科技大學,私立,[06]臺中市,[413]臺中市霧峰區吉峰東路168號,(04)23323000,http://www.cyut.edu.tw,[2]技職
105,1019,高雄醫學大學,私立,[55]高雄市,[807]高雄市三民區十全一路100號,(07)3121101~9,http://www2.kmu.edu.tw,[1]一般
105,1020,南華大學,私立,[10]嘉義縣,[622]嘉義縣大林鎮南華路一段55號,(05)2721001,http://www.nhu.edu.tw,[1]一般
105,1021,真理大學,私立,[01]新北市,[251]新北市淡水區真理街32號,(02)26212121,http://www.au.edu.tw,[1]一般
105,1022,大同大學,私立,[34]臺北市,[104]臺北市中山區中山北路三段40號,(02)21822928,http://www.ttu.edu.tw,[1]一般
105,1023,南臺科技大學,私立,[11]臺南市,[710]臺南市永康區尚頂里南臺街1號,(06)2533131,http://www.stust.edu.tw,[2]技職
105,1024,崑山科技大學,私立,[11]臺南市,[710]臺南市永康區崑大路195號,(06)2727175,http://www.ksu.edu.tw,[2]技職
105,1025,嘉南藥理大學,私立,[11]臺南市,[717]臺南市仁德區二仁路一段60號,(06)2664911,http://www.cnu.edu.tw,[2]技職
105,1026,樹德科技大學,私立,[12]高雄市,[824]高雄市燕巢區橫山路59號,(07)6158000,http://www.stu.edu.tw,[2]技職
105,1027,慈濟大學,私立,[15]花蓮縣,[970]花蓮縣花蓮市中央路三段701號,(03)8565301,http://www.tcu.edu.tw,[1]一般
105,1028,臺北醫學大學,私立,[32]臺北市,[110]臺北市信義區吳興街250號,(02)27361661,http://www.tmu.edu.tw,[1]一般
105,1029,中山醫學大學,私立,[19]臺中市,[402]臺中市南區建國北路一段110號,(04)24730022,http://www.csmu.edu.tw,[1]一般
105,1030,龍華科技大學,私立,[03]桃園市,[333]桃園市龜山區萬壽路一段300號,(02)82093211,http://www.lhu.edu.tw/,[2]技職
105,1031,輔英科技大學,私立,[12]高雄市,[831]高雄市大寮區進學路151號,(07)7811151,http://www.fy.edu.tw,[2]技職
105,1032,明新科技大學,私立,[04]新竹縣,[304]新竹縣新豐鄉新興路1號,(03)5593142,http://www.must.edu.tw,[2]技職
105,1033,長榮大學,私立,[11]臺南市,[711]臺南市歸仁區長大路1號,(06)2785123,http://www.cjcu.edu.tw,[1]一般
105,1034,弘光科技大學,私立,[06]臺中市,[433]臺中市沙鹿區臺灣大道六段1018號,(04)26318652,http://www.hk.edu.tw,[2]技職
105,1035,中國醫藥大學,私立,[19]臺中市,[404]臺中市北區學士路91號,(04)22053366,http://www.cmu.edu.tw,[1]一般
105,1036,健行科技大學,私立,[03]桃園市,[320]桃園市中壢區健行路229號,(03)4581196,http://www.uch.edu.tw,[2]技職
105,1037,正修科技大學,私立,[12]高雄市,[833]高雄市鳥松區澄清路840號,(07)7358800,http://www.csu.edu.tw/main.php,[2]技職
105,1038,萬能科技大學,私立,[03]桃園市,[320]桃園市中壢區萬能路1號,(03)4515811,http://www.vnu.edu.tw/,[2]技職
105,1039,玄奘大學,私立,[18]新竹市,[300]新竹市香山區東香里玄奘路48號,(03)5302255,http://www.hcu.edu.tw,[1]一般
105,1040,建國科技大學,私立,[07]彰化縣,[500]彰化縣彰化市介壽北路1號,(04)7111111,http://www.ctu.edu.tw,[2]技職
105,1041,明志科技大學,私立,[01]新北市,[243]新北市泰山區貴子里工專路84號 ,(02)29089899,http://www.mcut.edu.tw/,[2]技職
105,1042,高苑科技大學,私立,[12]高雄市,[821]高雄市路竹區中山路1821號,(07)6077777,http://www.kyu.edu.tw,[2]技職
105,1043,大仁科技大學,私立,[13]屏東縣,[907]屏東縣鹽埔鄉新二村維新路20號,(08)7624002,http://www.tajen.edu.tw,[2]技職
105,1044,聖約翰科技大學,私立,[01]新北市,[251]新北市淡水區淡金路四段499號,(02)28013131,http://www.sju.edu.tw/,[2]技職
105,1045,嶺東科技大學,私立,[19]臺中市,[408]臺中市南屯區嶺東路1號,(04)23892088,http://www.ltu.edu.tw,[2]技職
105,1046,中國科技大學,私立,[38]臺北市,[116]臺北市文山區興隆路三段56號,(02)29313416,http://www.cute.edu.tw/,[2]技職
105,1047,中臺科技大學,私立,[19]臺中市,[406]臺中市北屯區廍子路666號,(04)22391647,http://www.ctust.edu.tw,[2]技職
105,1048,亞洲大學,私立,[06]臺中市,[413]臺中市霧峰區柳豐路500號,(04)23323456,http://www.asia.edu.tw,[1]一般
105,1049,開南大學,私立,[03]桃園市,[338]桃園市蘆竹區開南路1號,(03)3412500,http://www.knu.edu.tw,[1]一般
105,1050,佛光大學,私立,[02]宜蘭縣,[262]宜蘭縣礁溪鄉林美村林尾路160號,(03)9871000,http://www.fgu.edu.tw,[1]一般
105,1051,台南應用科技大學,私立,[11]臺南市,[710]臺南市永康區中正路529號,(06)2532106,http://www.tut.edu.tw/,[2]技職
105,1052,遠東科技大學,私立,[11]臺南市,[744]臺南市新市區中華路49號,(06)5979566,http://www.feu.edu.tw,[2]技職
105,1053,元培醫事科技大學,私立,[18]新竹市,[300]新竹市香山區元培街306號,(03)5381183,http://epage.ypu.edu.tw,[2]技職
105,1054,景文科技大學,私立,[01]新北市,[231]新北市新店區安忠路99號,(02)82122000,http://www.just.edu.tw/,[2]技職
105,1055,中華醫事科技大學,私立,[11]臺南市,[717]臺南市仁德區文華一街89號,(06)2674567,http://www.hwai.edu.tw,[2]技職
105,1056,東南科技大學,私立,[01]新北市,[222]新北市深坑區北深路三段152號,(02)86625900,http://www.tnu.edu.tw/,[2]技職
105,1057,德明財經科技大學,私立,[40]臺北市,[114]臺北市內湖區環山路一段56號,(02)26585801,http://www.takming.edu.tw,[2]技職
105,1058,明道大學,私立,[07]彰化縣,[523]彰化縣埤頭鄉文化路369號,(04)8876660,http://www.mdu.edu.tw,[1]一般
105,1060,南開科技大學,私立,[08]南投縣,[542]南投縣草屯鎮中正路568號,(049)2563489,http://www.nkut.edu.tw,[2]技職
105,1061,中華科技大學,私立,[39]臺北市,[115]臺北市南港區研究院路三段245號,(02)27821862,http://www.cust.edu.tw/www/cust.html,[2]技職
105,1062,僑光科技大學,私立,[19]臺中市,[407]臺中市西屯區僑光路100號,(04)27016855,http://www.ocu.edu.tw,[2]技職
105,1063,育達科技大學,私立,[05]苗栗縣,[361]苗栗縣造橋鄉談文村學府路168號,(037)651188,http://www.ydu.edu.tw,[2]技職
105,1064,美和科技大學,私立,[13]屏東縣,[912]屏東縣內埔鄉美和村屏光路23號,(08)7799821,http://www.meiho.edu.tw,[2]技職
105,1065,吳鳳科技大學,私立,[10]嘉義縣,[621]嘉義縣民雄鄉建國路二段117號,(05)2267125,http://www.wfu.edu.tw/wufeng/,[2]技職
105,1066,環球科技大學,私立,[09]雲林縣,[640]雲林縣斗六市嘉東里鎮南路1221號,(05)5370988,http://www.twu.edu.tw/,[2]技職
105,1067,台灣首府大學,私立,[11]臺南市,[721]臺南市麻豆區南勢168號,(06)5718888,http://www.tsu.edu.tw/,[1]一般
105,1068,中州科技大學,私立,[07]彰化縣,[510]彰化縣員林市山腳路三段2巷6號,(04)8359000,http://www.ccut.edu.tw,[2]技職
105,1069,修平科技大學,私立,[06]臺中市,[412]臺中市大里區工業路11號,(04)24961100,http://www.hust.edu.tw/,[2]技職
105,1070,長庚科技大學,私立,[03]桃園市,[333]桃園市龜山區文化一路261號,(03)2118999,http://www.cgust.edu.tw,[2]技職
105,1071,臺北城市科技大學,私立,[42]臺北市,[112]臺北市北投區學園路2號,(02)28927154,http://www.tpcu.edu.tw,[2]技職
105,1072,大華科技大學,私立,[04]新竹縣,[307]新竹縣芎林鄉大華路1號,(03)5927700,http://www.tust.edu.tw,[2]技職
105,1073,醒吾科技大學,私立,[01]新北市,[244]新北市林口區粉寮路一段101號,(02)26015310,http://www.hwu.edu.tw,[2]技職
105,1074,南榮科技大學,私立,[11]臺南市,[737]臺南市鹽水區朝琴路178號,(06)6523111,http://www.nju.edu.tw,[2]技職
105,1075,文藻外語大學,私立,[55]高雄市,[807]高雄市三民區民族一路900號,(07)3426031,http://www.wzu.edu.tw,[2]技職
105,1076,華夏科技大學,私立,[01]新北市,[235]新北市中和區工專路111號,(02)89415100,http://www.hwh.edu.tw,[2]技職
105,1077,慈濟科技大學,私立,[15]花蓮縣,[970]花蓮縣花蓮市建國路二段880號,(03)8572158,http://www.tcust.edu.tw,[2]技職
105,1078,致理科技大學,私立,[01]新北市,[220]新北市板橋區文化路一段313號,"(02)2257-6167 or
(02)2257-6168",http://www.chihlee.edu.tw,[2]技職
105,1079,康寧大學,私立,[40]臺北市,[114]臺北市內湖區康寧路三段75巷137號,(02)26321181,http://www.ukn.edu.tw/ukn/index.html,[1]一般
105,3002,臺北市立大學,公立,[35]臺北市,[100]臺北市中正區愛國西路1號,(02)23113040,http://www.uTaipei.edu.tw,[1]一般
105,0144,國立臺灣戲曲學院,公立,[40]臺北市,[114]臺北市內湖區內湖路二段177號,(02)27962666,http://www.tcpa.edu.tw/bin/home.php,[2]技職
105,1125,中信金融管理學院,私立,[21]臺南市,[709]臺南市安南區臺江大道三段600號,(06)2873335,http://www.ctbc.edu.tw/,[1]一般
105,1148,大漢技術學院,私立,[15]花蓮縣,[971]花蓮縣新城鄉大漢村樹人街1號,(03)8210888,http://www.dahan.edu.tw,[2]技職
105,1159,和春技術學院,私立,[12]高雄市,[831]高雄市大寮區琉球里至學路288號,(07)7889888,http://www.fotech.edu.tw,[2]技職
105,1166,亞東技術學院,私立,[01]新北市,[220]新北市板橋區四川路二段58號,(02)77388000,http://www.oit.edu.tw,[2]技職
105,1168,南亞技術學院,私立,[03]桃園市,[320]桃園市中壢區中山東路三段414號,(03)4361070,http://www.tiit.edu.tw/home.aspx,[2]技職
105,1176,稻江科技暨管理學院,私立,[10]嘉義縣,[613]嘉義縣朴子市學府路二段51號,(05)3622889,http://www.toko.edu.tw,[1]一般
105,1179,德霖技術學院,私立,[01]新北市,[236]新北市土城區青雲路380巷1號,(02)22733567,http://www.dlit.edu.tw,[2]技職
105,1182,蘭陽技術學院,私立,[02]宜蘭縣,[261]宜蘭縣頭城鎮復興路79號,(03)9771997,http://www.fit.edu.tw,[2]技職
105,1183,黎明技術學院,私立,[01]新北市,[243]新北市泰山區泰林路三段22號,(02)29097811,http://www.lit.edu.tw,[2]技職
105,1184,東方設計學院,私立,[12]高雄市,[829]高雄市湖內區東方路110號,(07)6932011,http://www.tf.edu.tw,[2]技職
105,1185,經國管理暨健康學院,私立,[17]基隆市,[203]基隆市中山區復興路336號,(02)24372093,http://www.cku.edu.tw,[2]技職
105,1187,崇右技術學院,私立,[17]基隆市,[201]基隆市信義區義七路40號,(02)24237785,http://www.cit.edu.tw/,[2]技職
105,1188,大同技術學院,私立,[20]嘉義市,[600]嘉義市東區彌陀路253號,(05)2223124,http://www.ttc.edu.tw,[2]技職
105,1189,亞太創意技術學院,私立,[05]苗栗縣,[351]苗栗縣頭份市珊湖里學府路110號 ,(037)605500,http://w2.apic.edu.tw/,[2]技職
105,1192,臺灣觀光學院,私立,[15]花蓮縣,[974]花蓮縣壽豐鄉豐山村中興街268號,(03)8653906,http://www.tht.edu.tw,[2]技職
105,1195,馬偕醫學院,私立,[01]新北市,[252]新北市三芝區中正路三段46號,(02)26360303,http://www.mmc.edu.tw,[1]一般
105,1196,法鼓文理學院,私立,[01]新北市,[208]新北市金山區法鼓路700號,(02) 24980707 ,http://www.dila.edu.tw/,[1]一般
105,1197,台北海洋技術學院,私立,[01]新北市,[251]新北市淡水區濱海路三段150號,(02)28052088,http://www.tcmt.edu.tw,[2]技職
105,0221,國立臺南護理專科學校,公立,[21]臺南市,[700]臺南市中西區民族路二段78號,(06)2110600,http://www.ntin.edu.tw,[2]技職
105,0222,國立臺東專科學校,公立,[14]臺東縣,[950]臺東縣臺東市正氣北路889號,(089)226389#6000　,http://www.ntc.edu.tw,[2]技職
105,1282,馬偕醫護管理專科學校,私立,[42]臺北市,[112]臺北市北投區聖景路92號,(02)28584180,http://www.mkc.edu.tw,[2]技職
105,1283,仁德醫護管理專科學校,私立,[05]苗栗縣,[356]苗栗縣後龍鎮溪洲里砂崙湖79之9號,(037)728855,http://www.jente.edu.tw,[2]技職
105,1284,樹人醫護管理專科學校,私立,[12]高雄市,[821]高雄市路竹區環球路452號,(07)6979333,http://www.szmc.edu.tw,[2]技職
105,1285,慈惠醫護管理專科學校,私立,[13]屏東縣,[926]屏東縣南州鄉三民路367號,(08)8647367,http://www.tzuhui.edu.tw,[2]技職
105,1286,耕莘健康管理專科學校,私立,[01]新北市,[231]新北市新店區民族路112號,(02)22191131,http://www.ctcn.edu.tw,[2]技職
105,1287,敏惠醫護管理專科學校,私立,[11]臺南市,[736]臺南市柳營區中山東路二段1116號,(06)6226111,http://www.mhchcm.edu.tw/,[2]技職
105,1288,高美醫護管理專科學校,私立,[12]高雄市,[843]高雄市美濃區成功路309號,(07)6812148,http://www.kmvs.khc.edu.tw/,[2]技職
105,1289,育英醫護管理專科學校,私立,[55]高雄市,[807]高雄市三民區大昌二路420巷15號,(07)3811765,http://163.15.186.16/releaseRedirect.do?unitID=1,[2]技職
105,1290,崇仁醫護管理專科學校,私立,[20]嘉義市,[600]嘉義市東區盧厝里紅毛埤217號,(05)2773932,http://www.cjc.edu.tw,[2]技職
105,1291,聖母醫護管理專科學校,私立,[02]宜蘭縣,[266]宜蘭縣三星鄉三星路二段265巷100號,(03)9897396,http://www.smc.edu.tw/,[2]技職
105,1292,新生醫護管理專科學校,私立,[03]桃園市,[325]桃園市龍潭區中豐路高平段418號,(03)4117578,http://www.web.hsc.edu.tw/bin/home.php,[2]技職
106,0001,國立政治大學,公立,[38]臺北市,[116]臺北市文山區指南路二段64號,(02)29393091,http://www.nccu.edu.tw,[1]一般
106,0002,國立清華大學,公立,[18]新竹市,[300]新竹市東區光復路二段101號,(03)5715131,http://www.nthu.edu.tw,[1]一般
106,0003,國立臺灣大學,公立,[33]臺北市,[106]臺北市大安區羅斯福路四段1號,(02)33663366,http://www.ntu.edu.tw,[1]一般
106,0004,國立臺灣師範大學,公立,[33]臺北市,[106]臺北市大安區和平東路一段162號,(02)77341111,http://www.ntnu.edu.tw,[3]師範
106,0005,國立成功大學,公立,[21]臺南市,[701]臺南市東區大學路1號,(06)2757575,http://www.ncku.edu.tw,[1]一般
106,0006,國立中興大學,公立,[19]臺中市,[402]臺中市南區興大路145號,(04)22873181,http://www.nchu.edu.tw,[1]一般
106,0007,國立交通大學,公立,[18]新竹市,[300]新竹市東區大學路1001號,(03)5712121,http://www.nctu.edu.tw,[1]一般
106,0008,國立中央大學,公立,[03]桃園市,[320]桃園市中壢區中大路300號,(03)4227151,http://www.ncu.edu.tw,[1]一般
106,0009,國立中山大學,公立,[52]高雄市,[804]高雄市鼓山區蓮海路70號,(07)5252000,http://www.nsysu.edu.tw,[1]一般
106,0012,國立臺灣海洋大學,公立,[17]基隆市,[202]基隆市中正區北寧路2號,(02)24622192,http://www.ntou.edu.tw,[1]一般
106,0013,國立中正大學,公立,[10]嘉義縣,[621]嘉義縣民雄鄉三興村7鄰大學路一段168號,(05)2720411,http://www.ccu.edu.tw,[1]一般
106,0014,國立高雄師範大學,公立,[58]高雄市,[802]高雄市苓雅區和平一路116號,(07)7172930,http://www.nknu.edu.tw,[3]師範
106,0015,國立彰化師範大學,公立,[07]彰化縣,[500]彰化縣彰化市進德路1號,(04)7232105,http://www.ncue.edu.tw,[3]師範
106,0016,國立陽明大學,公立,[42]臺北市,[112]臺北市北投區立農街二段155號,(02)28267000,http://www.ym.edu.tw,[1]一般
106,0017,國立臺北大學,公立,[01]新北市,[237]新北市三峽區大學路151號,(02)86741111,http://www.ntpu.edu.tw/chinese/,[1]一般
106,0018,國立嘉義大學,公立,[20]嘉義市,[600]嘉義市東區鹿寮里學府路300號,(05)2717000,http://www.ncyu.edu.tw,[1]一般
106,0019,國立高雄大學,公立,[54]高雄市,[811]高雄市楠梓區高雄大學路700號,(07)5919000,http://www.nuk.edu.tw,[1]一般
106,0020,國立東華大學,公立,[15]花蓮縣,[974]花蓮縣壽豐鄉志學村大學路二段1號,(03)8903000,http://www.ndhu.edu.tw,[1]一般
106,0021,國立暨南國際大學,公立,[08]南投縣,[545]南投縣埔里鎮大學路1號,(049)2910960#2996,http://www.ncnu.edu.tw,[1]一般
106,0022,國立臺灣科技大學,公立,[33]臺北市,[106]臺北市大安區基隆路四段43號,(02)27333141,http://www.ntust.edu.tw,[2]技職
106,0023,國立雲林科技大學,公立,[09]雲林縣,[640]雲林縣斗六市大學路三段123號,(05)5342601,http://www.yuntech.edu.tw,[2]技職
106,0024,國立屏東科技大學,公立,[13]屏東縣,[912]屏東縣內埔鄉老埤村學府路1號,(08)7703202,http://www.npust.edu.tw,[2]技職
106,0025,國立臺北科技大學,公立,[33]臺北市,[106]臺北市大安區忠孝東路三段1號,(02)27712171,http://www.ntut.edu.tw,[2]技職
106,0028,國立臺北藝術大學,公立,[42]臺北市,[112]臺北市北投區學園路1號,(02)28961000,http://www.tnua.edu.tw,[1]一般
106,0029,國立臺灣藝術大學,公立,[01]新北市,[220]新北市板橋區大觀路一段59號,(02)22722181,http://www.ntua.edu.tw,[1]一般
106,0030,國立臺東大學,公立,[14]臺東縣,[950]臺東縣臺東市大學路二段369號,(089)318855,http://www.nttu.edu.tw,[1]一般
106,0031,國立宜蘭大學,公立,[02]宜蘭縣,[260]宜蘭縣宜蘭市神農路一段1號,(03)9357400,http://www.niu.edu.tw,[1]一般
106,0032,國立聯合大學,公立,[05]苗栗縣,[360]苗栗縣苗栗市恭敬里聯大1號,(037)381000,http://www.nuu.edu.tw,[1]一般
106,0033,國立虎尾科技大學,公立,[09]雲林縣,[632]雲林縣虎尾鎮文化路64號,(05)6315000,http://www.nfu.edu.tw,[2]技職
106,0035,國立臺南藝術大學,公立,[11]臺南市,[720]臺南市官田區大崎里66號,(06)6930100,http://www.tnnua.edu.tw,[1]一般
106,0036,國立臺南大學,公立,[21]臺南市,[700]臺南市中西區樹林街二段33號,(06)2133111,http://web.nutn.edu.tw,[1]一般
106,0037,國立臺北教育大學,公立,[33]臺北市,[106]臺北市大安區和平東路二段134號,(02)27321104,http://www.ntue.edu.tw,[3]師範
106,0039,國立臺中教育大學,公立,[19]臺中市,[403]臺中市西區民生路140號,(04)22183199,http://www.ntcu.edu.tw,[3]師範
106,0042,國立澎湖科技大學,公立,[16]澎湖縣,[880]澎湖縣馬公市六合路300號,(06)9264115,http://www.npu.edu.tw,[2]技職
106,0043,國立勤益科技大學,公立,[06]臺中市,[411]臺中市太平區坪林里中山路二段57號,(04)23924505,http://www.ncut.edu.tw,[2]技職
106,0044,國立體育大學,公立,[03]桃園市,[333]桃園市龜山區文化一路250號,(03)3283201,http://www.ntsu.edu.tw,[1]一般
106,0046,國立臺北護理健康大學,公立,[42]臺北市,[112]臺北市北投區明德路365號,(02)28227101,http://www.ntunhs.edu.tw,[2]技職
106,0047,國立高雄餐旅大學,公立,[61]高雄市,[812]高雄市小港區松和路1號,(07)8060505,http://www.nkuht.edu.tw,[2]技職
106,0048,國立金門大學,公立,[71]金門縣,[892]金門縣金寧鄉大學路1號,(082)313300,http://www.nqu.edu.tw/cht/index.php,[1]一般
106,0049,國立臺灣體育運動大學,公立,[19]臺中市,[404]臺中市北區雙十路一段16號,(04)22213108,http://www.ntupes.edu.tw,[1]一般
106,0050,國立臺中科技大學,公立,[19]臺中市,[404]臺中市北區三民路三段129號,(04)22195678,http://www.nutc.edu.tw/bin/home.php,[2]技職
106,0051,國立臺北商業大學,公立,[35]臺北市,[100]臺北市中正區濟南路一段321號,(02)33222777,http://www.ntub.edu.tw,[2]技職
106,0052,國立屏東大學,公立,[13]屏東縣,[900]屏東縣屏東市民生路4-18號,(08)7663800,http://www.nptu.edu.tw,[1]一般
106,0053,國立高雄科技大學,公立,[55]高雄市,[807]高雄市三民區建工路415號,(07)3814526,http://www.nkust.edu.t,[2]技職
106,1001,東海大學,私立,[19]臺中市,[407]臺中市西屯區臺灣大道四段1727號,(04)23590121,http://www.thu.edu.tw,[1]一般
106,1002,輔仁大學,私立,[01]新北市,[242]新北市新莊區中正路510號,(02)29052000,http://www.fju.edu.tw,[1]一般
106,1003,東吳大學,私立,[41]臺北市,[111]臺北市士林區臨溪路70號,(02)28819471,http://www.scu.edu.tw,[1]一般
106,1004,中原大學,私立,[03]桃園市,[320]桃園市中壢區中北路200號,(03)2659999,http://www.cycu.edu.tw,[1]一般
106,1005,淡江大學,私立,[01]新北市,[251]新北市淡水區英專路151號,(02)26215656,http://www.tku.edu.tw,[1]一般
106,1006,中國文化大學,私立,[41]臺北市,[111]臺北市士林區華岡路55號,(02)28610511,http://www.pccu.edu.tw,[1]一般
106,1007,逢甲大學,私立,[19]臺中市,[407]臺中市西屯區文華路100號,(04)24517250,http://www.fcu.edu.tw,[1]一般
106,1008,靜宜大學,私立,[06]臺中市,[433]臺中市沙鹿區臺灣大道7段200號,(04)26328001,http://www.pu.edu.tw,[1]一般
106,1009,長庚大學,私立,[03]桃園市,[333]桃園市龜山區文化一路259號,(03)2118800,http://www.cgu.edu.tw,[1]一般
106,1010,元智大學,私立,[03]桃園市,[320]桃園市中壢區遠東路135號,(03)4638800,http://www.yzu.edu.tw,[1]一般
106,1011,中華大學,私立,[18]新竹市,[300]新竹市香山區東香里五福路二段707號,(03)5374281~5,http://www.chu.edu.tw,[1]一般
106,1012,大葉大學,私立,[07]彰化縣,[515]彰化縣大村鄉學府路168號,(04)8511888,http://www.dyu.edu.tw,[1]一般
106,1013,華梵大學,私立,[01]新北市,[223]新北市石碇區華梵路1號,(02)26632102,http://www.hfu.edu.tw,[1]一般
106,1014,義守大學,私立,[12]高雄市,[840]高雄市大樹區三和里學城路一段1號,(07)6577711,http://www.isu.edu.tw,[1]一般
106,1015,世新大學,私立,[38]臺北市,[116]臺北市文山區木柵路一段17巷1號,(02)22368225,http://www.shu.edu.tw,[1]一般
106,1016,銘傳大學,私立,[41]臺北市,[111]臺北市士林區中山北路五段250號,(02)28824564,http://www.mcu.edu.tw,[1]一般
106,1017,實踐大學,私立,[34]臺北市,[104]臺北市中山區大直街70號,(02)25381111,http://www.usc.edu.tw,[1]一般
106,1018,朝陽科技大學,私立,[06]臺中市,[413]臺中市霧峰區吉峰東路168號,(04)23323000,http://www.cyut.edu.tw,[2]技職
106,1019,高雄醫學大學,私立,[55]高雄市,[807]高雄市三民區十全一路100號,(07)3121101,http://www2.kmu.edu.tw,[1]一般
106,1020,南華大學,私立,[10]嘉義縣,[622]嘉義縣大林鎮南華路一段55號,(05)2721001,http://www.nhu.edu.tw,[1]一般
106,1021,真理大學,私立,[01]新北市,[251]新北市淡水區真理街32號,(02)26212121,http://www.au.edu.tw,[1]一般
106,1022,大同大學,私立,[34]臺北市,[104]臺北市中山區中山北路三段40號,(02)21822928,http://www.ttu.edu.tw,[1]一般
106,1023,南臺科技大學,私立,[11]臺南市,[710]臺南市永康區尚頂里南臺街1號,(06)2533131,http://www.stust.edu.tw,[2]技職
106,1024,崑山科技大學,私立,[11]臺南市,[710]臺南市永康區崑大路195號,(06)2727175,http://www.ksu.edu.tw,[2]技職
